timestamp,price,volume
2025-08-26 22:01:34.465728,99.92708417088595,7896.154293367909
2025-08-26 22:02:34.465728,100.5542026806947,6954.505901759923
2025-08-26 22:03:34.465728,101.23801482748446,4032.632302480024
2025-08-26 22:04:34.465728,101.79736532064587,3368.9941027151717
2025-08-26 22:05:34.465728,102.27655460355633,1985.83078921734
2025-08-26 22:06:34.465728,101.83513788834227,5296.106248951607
2025-08-26 22:07:34.465728,101.6682506485501,5714.943545326789
2025-08-26 22:08:34.465728,101.64356972072437,9255.342126623407
2025-08-26 22:09:34.465728,101.41176174623719,4139.842456090175
2025-08-26 22:10:34.465728,101.3114419850098,4868.864166373355
2025-08-26 22:11:34.465728,100.94095306683364,2993.393635993296
2025-08-26 22:12:34.465728,100.48082333207817,3332.836158966023
2025-08-26 22:13:34.465728,100.28081057322014,2022.343921195734
2025-08-26 22:14:34.465728,99.80476655045547,2159.077677570215
2025-08-26 22:15:34.465728,99.91063892864852,2590.772623829087
2025-08-26 22:16:34.465728,100.37945092636257,2569.058457185616
2025-08-26 22:17:34.465728,100.50063928380438,8150.426111453603
2025-08-26 22:18:34.465728,100.9270484136585,1335.7084757603675
2025-08-26 22:19:34.465728,100.95559740229324,3966.039072316463
2025-08-26 22:20:34.465728,100.91968765249726,8498.401858078661
2025-08-26 22:21:34.465728,100.63933433821848,9725.284677810323
2025-08-26 22:22:34.465728,100.8669118387626,4860.603978425343
2025-08-26 22:23:34.465728,101.06484835256201,6933.0679732485505
2025-08-26 22:24:34.465728,101.87414597226365,9447.626078297732
2025-08-26 22:25:34.465728,102.27957405055692,4923.547575855731
2025-08-26 22:26:34.465728,102.29160909130387,8837.81258169267
2025-08-26 22:27:34.465728,101.65686186613289,5016.3211394868795
2025-08-26 22:28:34.465728,101.55493923802338,9985.454821250562
2025-08-26 22:29:34.465728,102.30163322563139,3179.573167114238
2025-08-26 22:30:34.465728,101.74405876306932,5082.446127473744
2025-08-26 22:31:34.465728,101.66381937522841,7332.105730743503
2025-08-26 22:32:34.465728,101.39233440673233,9224.11000890051
2025-08-26 22:33:34.465728,102.47320410899127,3964.17135719055
2025-08-26 22:34:34.465728,102.64720019901571,6599.829529997915
2025-08-26 22:35:34.465728,101.98374481249272,6549.144344276581
2025-08-26 22:36:34.465728,102.27586815611318,5940.391686851645
2025-08-26 22:37:34.465728,101.8419792705064,9530.655924937255
2025-08-26 22:38:34.465728,101.52680615755399,7955.744987258816
2025-08-26 22:39:34.465728,100.90586302464781,3478.2756593276063
2025-08-26 22:40:34.465728,100.50902663215065,9726.1846413943
2025-08-26 22:41:34.465728,101.32949317768632,6334.382386453137
2025-08-26 22:42:34.465728,100.90808562485942,4579.805116059277
2025-08-26 22:43:34.465728,100.74746510168686,1673.2041699373153
2025-08-26 22:44:34.465728,100.16522720387061,5290.227993893408
2025-08-26 22:45:34.465728,99.55255380887965,2307.1176074590367
2025-08-26 22:46:34.465728,99.14859970342354,1353.6159026169587
2025-08-26 22:47:34.465728,99.29913906017345,8592.154292244064
2025-08-26 22:48:34.465728,99.63458043925453,3174.160630371357
2025-08-26 22:49:34.465728,99.61254474637903,2417.4239070611775
2025-08-26 22:50:34.465728,99.61086962174095,5343.479277331624
2025-08-26 22:51:34.465728,99.24513792884379,5315.889816347807
2025-08-26 22:52:34.465728,99.43988352536068,7614.641189012908
2025-08-26 22:53:34.465728,99.04193968789717,2675.1500000282444
2025-08-26 22:54:34.465728,99.7534109247655,6259.9853399065405
2025-08-26 22:55:34.465728,99.11432245774148,2714.4804432572078
2025-08-26 22:56:34.465728,99.25356552723618,5951.115617711877
2025-08-26 22:57:34.465728,100.05666003386233,3240.0093695146466
2025-08-26 22:58:34.465728,99.97485031022103,4089.4212282021344
2025-08-26 22:59:34.465728,100.7297218222022,8240.846898439313
2025-08-26 23:00:34.465728,100.6623171066367,2459.4180616521044
2025-08-26 23:01:34.465728,101.06633396953544,3023.8641696767672
2025-08-26 23:02:34.465728,101.88504763984534,5603.363828353328
2025-08-26 23:03:34.465728,101.03737264500367,3035.1575204495334
2025-08-26 23:04:34.465728,100.88389257074267,1325.9685588024558
2025-08-26 23:05:34.465728,101.01874594841209,8306.60444867194
2025-08-26 23:06:34.465728,101.43946921190047,2574.644065824724
2025-08-26 23:07:34.465728,100.59292275577465,6860.954797349555
2025-08-26 23:08:34.465728,100.36047829080682,4385.591366598872
2025-08-26 23:09:34.465728,100.71412015114693,4403.00179090354
2025-08-26 23:10:34.465728,100.84471309782248,4704.86171870792
